longName,address,city,region,postalCode,lat,lng
Rock Hill,1775 Chamberside Dr,Rock Hill,SC,29730,34.93884,-80.97712
Bluffton,1007 Fording Island Rd,Bluffton,SC,29910,32.25851,-80.85019
Conyers,1540 Dogwood Dr SE,Conyers,GA,30013,33.64818871021271,-83.99568937718868
Alpharetta,975 N Point Dr,Alpharetta,GA,30022,34.05216,-84.28452
Cumming,2085 Market Place Blvd,Cumming,GA,30041,34.19297,-84.13022
Snellville,1679 Scenic Hwy N,Snellville,GA,30078,33.88278,-84.01306
Smyrna,2460 Cobb Pkwy SE,Smyrna,GA,30080,33.89111,-84.47834
Northlake,4135 Lavista Rd,Tucker,GA,30084,33.8454,-84.24857
Gwinnett,1875 Pleasant Hill Rd,Duluth,GA,30096,33.95082,-84.1306
Acworth,3335 Cobb Pkwy NW,Acworth,GA,30101,34.03367,-84.68354
Canton,1810 Cumming Hwy,Canton,GA,30115,34.23732,-84.46137
Douglasville,6875 Douglas Blvd,Douglasville,GA,30135,33.72779,-84.75784
Hiram,5025 Jimmy Lee Smith Pkwy,Hiram,GA,30141,33.88984,-84.74535
KENNESAW OUTLET,2500 COBB PLACE LANE NW,KENNESAW,GA,30144,34.013546,-84.571994
Kennesaw,850 Cobb Place Blvd NW,Kennesaw,GA,30144,34.01139,-84.57063
McDonough,1861 Jonesboro Rd,McDonough,GA,30253,33.46359,-84.21807
Southlake,1980 Mount Zion Rd,Morrow,GA,30260,33.56574,-84.32384
Newnan,312 Newnan Crossing Byp E,Newnan,GA,30265,33.39001,-84.76379
Peachtree City,2703 Hwy 54,Peachtree City,GA,30269,33.39772,-84.59726
Edgewood,1210 Caroline St NE,Atlanta,GA,30307,33.75941,-84.34875
Georgia World Congress Center,285 ANDREW YOUNG INT BLVD NW,ATLANTA,GA,30313,33.759893,-84.397027
Atlanta Heartsfield-Jackson Airport (ATL) Gate A18,Hartsfield Jackson,Atlanta,GA,30320,33.641319274902344,-84.45014190673828
Hartsfield-Jackson Atlanta Airport (ATL) Gate D21,6000 N Terminal Pkwy,Atlanta,GA,30320,33.641683,-84.446549
Hartsfield-Jackson Atlanta Airport (ATL)  Gate E6,6000 N Terminal Pkwy,Atlanta,GA,30320,33.64168167114258,-84.44655127823353
Hartsfield-Jackson Atlanta Airport (ATL)  Gate E17,6000 N Terminal Pkwy,Atlanta,GA,30320,33.64168167114258,-84.44655127823353
Atlanta Hartfield Airport (ATL) Gate E31,6000 N Terminal Pkwy,Atlanta,GA,30320,33.637799,-84.429271
Atlanta Hartfield Airport (ATL)  Gate E27,6000 N Terminal Pkwy,Atlanta,GA,30320,33.637799,-84.429271
Buckhead,2537 Piedmont Rd NE,Atlanta,GA,30324,33.82387,-84.36349
Perimeter,1201 Hammond Dr NE,Dunwoody,GA,30346,33.91941,-84.33976
Gainesville,670 Dawsonville Hwy,Gainesville,GA,30501,34.29716,-83.85338
ATLANTA SALE EVENT,1605 Broadmoor Blvd NE,Buford,GA,30518,,
Mall of Georgia,3205 Woodward Crossing Blvd,Buford,GA,30519,34.07058,-83.98374
Athens,1791 Oconee Connector,Athens,GA,30606,33.91592,-83.4524
Augusta,3667 Walton Way Ext,Augusta,GA,30909,33.4937,-82.07748
Warner Robins,3040 Watson Blvd,Warner Robins,GA,31093,32.61926,-83.69276
Macon,4676 Presidential Pkwy,Macon,GA,31206,32.81723,-83.71259
Savannah,7929 Abercorn St,Savannah,GA,31406,32.00327,-81.12539
Savannah/Hilton Head Airport (SAV) Gate 4/6,400 Airways Ave,Savannah,GA,31408,32.13816337287426,-81.21709853410721
Valdosta,1705 Norman Dr,Valdosta,GA,31601,30.84011,-83.31825
Columbus,6499 Whittlesey Blvd,Columbus,GA,31909,32.549612,-84.940043
Daytona Beach,1900 W International Speedway,Daytona Beach,FL,32114,29.19187,-81.07414
Lady Lake,552 N US Hwy 27,Lady Lake,FL,32159,28.93136,-81.93575
Jacksonville North,13141 City Station Dr,Jacksonville,FL,32218,30.4756,-81.64281
Jacksonville Airport (JAX) Gate A4,2400 Yankee Clipper Dr,Jacksonville,FL,32218,30.49146,-81.683108
JAX Pre Security near Starbucks,2400 Yankee Clipper Dr,Jacksonville,FL,32218,30.491461,-81.683105
Jacksonville,9355 Atlantic Blvd,Jacksonville,FL,32225,30.31955,-81.55629
Orange Park,8151 Blanding Blvd,Jacksonville,FL,32244,30.19856,-81.73815
Saint Johns,4906 Town Center Pkwy,Jacksonville,FL,32246,30.254753,-81.53472
The Avenues,9930 Southside Blvd,Jacksonville,FL,32256,30.19026,-81.55414
Tallahassee,1400 Apalachee Pkwy,Tallahassee,FL,32301,30.43749,-84.25941
Panama City,1000 E 23rd St,Panama City,FL,32405,30.18895,-85.64419
Pensacola,5480 N 9th Ave,Pensacola,FL,32504,30.47726,-87.2067
Destin,34940 Emerald Coast Pkwy,Destin,FL,32541,30.38689,-86.42394
Gainesville,3750 SW Archer Rd,Gainesville,FL,32608,29.62268,-82.38094
Altamonte Springs,597 W State Road 436,Altamonte Springs,FL,32714,28.66295,-81.40587
Sanford,1501 Rinehart Rd,Sanford,FL,32771,28.80144,-81.3296
East Colonial,4601 E Colonial Dr,Orlando,FL,32803,28.55481,-81.32876
Florida Mall,8350 S Orange Blossom Trl,Orlando,FL,32809,28.44434,-81.40384
Hilton Orlando Bonnet Creek Resort,14100 BONNET CREEK RESORT LN,ORLANDO,FL,32821,28.355641,-81.534671
Orlando Airport (MCO) Gate B70-79,Orlando Intl Airport,Orlando,FL,32827,28.43303108215332,-81.3112564086914
Orlando Airport (MCO) Gate A102,1 Airport Blvd,Orlando,FL,32827,28.43303108215332,-81.3112564086914
Orlando Airport (MCO) Gate B1,1 Airport Blvd,Orlando,FL,32827,28.43303108215332,-81.3112564086914
Orlando Airport (MCO) Gate A120,1 Airport Blvd,Orlando,FL,32827,28.43303108215332,-81.3112564086914
Orlando Airport (MCO) Gate B40,One Airport Blvd,Orlando,FL,32827,28.43303108215332,-81.3112564086914
Orlando Airport (MCO) Gate A23,One Airport Blvd,Orlando,FL,32827,28.43303108215332,-81.3112564086914
Orlando Airport (MCO) Gate A1,One Airport Blvd,Orlando,FL,32827,28.43303108215332,-81.3112564086914
Waterford Lakes,845 N Alafaya Trl,Orlando,FL,32828,28.55701,-81.20488
Millenia Mall,4155 Millenia Blvd,Orlando,FL,32839,28.49121,-81.43123
Melbourne,1900 Evans Rd,Melbourne,FL,32904,28.07992,-80.65497
Vero Beach,6156 20th St,Vero Beach,FL,32966,27.64123,-80.45379
Hialeah,4001 W 20th Ave,Hialeah,FL,33012,25.85843,-80.32164
BBF005PPFL,10840 Pines Blvd,Pembroke Pines,FL,33025,,
Pembroke Pines,11450 Pines Blvd,Pembroke Pines,FL,33026,26.00642,-80.30085
Florida City,33590 S Dixie Hwy,Florida City,FL,33034,25.45552,-80.47652
Margate,3300 NW 62nd Ave,Margate,FL,33063,26.2705,-80.20534
Coral Springs,650 N University Dr,Coral Springs,FL,33071,26.23941,-80.25581
Miami Airport (MIA) Gate E8,2100 NW 42nd Ave,Miami,FL,33126,25.808096,-80.269845
Miami Airport (MIA) Gate D15,2100 NW 42nd Ave,Miami,FL,33126,25.808096,-80.269845
Miami Airport (MIA) Gate E31,2100 NW 42nd Ave,Miami,FL,33126,25.808096,-80.269845
Miami Airport (MIA) Gate D34,2100 NW 42nd Ave,Miami,FL,33126,25.808096,-80.269845
Miami Airport (MIA) Gate D55,2100 NW 42nd Ave,Miami,FL,33126,25.808096,-80.269845
Miami Airport (MIA) Gate D37,2100 NW 42nd Ave,Miami,FL,33126,25.808096,-80.269845
Miami Airport (MIA) Gate G15,2100 NW 42nd Ave,Miami,FL,33126,25.808096,-80.269845
Miami Airport (MIA),2100 NW 42nd Ave,Miami,FL,33126,25.808096,-80.269845
Miami Airport (MIA) Gate J11,2100 NW 42nd Ave,Miami,FL,33126,25.808096,-80.269845
Miami Airport (MIA) Gate D29,2100 NW 42nd Ave,Miami,FL,33126,25.808096,-80.269845
Miami Airport (MIA),2100 NW 42nd Ave,Miami,FL,33126,25.808096,-80.269845
Miami Beach,1131 5th St,Miami Beach,FL,33139,25.77478,-80.14039
Dadeland,8450 S Dixie Hwy,Miami,FL,33143,25.69294,-80.30615
Tropicaire,7751 Bird Rd,Miami,FL,33155,25.73414,-80.31984
Pinecrest,11905 S Dixie Hwy,Miami,FL,33156,25.66003,-80.32569
Doral,10760 NW 17th St,Miami,FL,33172,25.78935,-80.37035
Aventura,21035 Biscayne Blvd,Aventura,FL,33180,25.97027,-80.14213
West Kendall,12495 SW 88th St,Miami,FL,33186,25.68733,-80.39545
Fort Lauderdale,1901 N Federal Hwy,Fort Lauderdale,FL,33305,26.16284,-80.11701
Sawgrass,12301 W Sunrise Blvd,Plantation,FL,33323,26.14718,-80.31264
Davie,2200 S University Dr,Davie,FL,33324,26.0924,-80.24763
BBF004YFFL,959 E Commercial Blvd,Oakland Park,FL,33334,,
West Palm Beach,1880 Palm Beach Lakes Blvd,West Palm Beach,FL,33401,26.71919,-80.08777
Palm Beach Airport (PBI) Gate C4,Palm Beach Intl Airport,West Palm Beach,FL,33406,26.690860748291016,-80.08775329589844
Palm Beach Airport (PBI) Gate B1,Palm Beach Intl Airport,West Palm Beach,FL,33406,26.690860748291016,-80.08775329589844
North Palm Beach,11230 Legacy Ave,Palm Beach Gardens,FL,33410,26.84035,-80.09127
Wellington,1040 S State Road 7,Wellington,FL,33414,26.6633,-80.20091
Boynton Beach,550 N Congress Ave,Boynton Beach,FL,33426,26.53247,-80.08804
Boca Raton,20540 State Road 7,Boca Raton,FL,33498,26.37105,-80.20078
Brandon,116 Grand Regency Blvd,Brandon,FL,33510,27.94221,-82.32595
Wesley Chapel,5947 Wesley Grove Blvd,Wesley Chapel,FL,33544,28.244,-82.35268
South Tampa,1725 N Dale Mabry Hwy,Tampa,FL,33607,27.958,-82.50363
Citrus Park,12675 Citrus Plaza Dr,Tampa,FL,33625,28.0634,-82.57664
New Tampa,18071 Highwoods Preserve Pkwy,Tampa,FL,33647,28.13176,-82.36709
St. Petersburg,6600 22nd Avenue N,Saint Petersburg,FL,33710,27.79043,-82.73077
Clearwater,21415 US Highway 19 N,Clearwater,FL,33765,27.96735,-82.72694
Lakeland,4215 US Highway 98 N,Lakeland,FL,33809,28.09513,-81.97231
Davenport,6300 Grandview Pkwy,Davenport,FL,33837,28.23676,-81.64171
ORLANDO SALE EVENT,8906 N Road 33,Polk City,FL,33868,28.1617,-81.8582
Fort Myers,5019 S Cleveland Ave,Fort Myers,FL,33907,26.58479,-81.8697
Gulf Coast,10033 Gulf Center Dr,Fort Myers,FL,33913,26.48611,-81.79098
Coconut Point,8000 Mediterranean Dr,Estero,FL,33928,26.40863,-81.80989
Port Charlotte,18700 Veterans Blvd,Port Charlotte,FL,33954,27.01489,-82.14514
Naples,6325 Naples Blvd,Naples,FL,34109,26.22155,-81.77404
Bradenton,4210 14th St W,Bradenton,FL,34205,27.46355,-82.57803
Sarasota,4020 S Tamiami Trl,Sarasota,FL,34231,27.29576,-82.53253
University Town Center,135 N Cattlemen Rd,Sarasota,FL,34243,27.38388,-82.45812
Ocala,2499 SW 27th Ave,Ocala,FL,34471,29.16386,-82.16827
Spring Hill,1389 Wendy Ct,Spring Hill,FL,34607,28.45491,-82.63269
Port Richey,9409 US Highway 19,Port Richey,FL,34668,28.29321,-82.7121
Kissimmee,1620 W Osceola Pkwy,Kissimmee,FL,34741,28.34072,-81.42125
OCOEE OUTLET,9537 W Colonial Dr,Ocoee,FL,34761,28.55325,-81.51799
Winter Garden,3367 Daniels Rd,Winter Garden,FL,34787,28.5217,-81.5826
Jensen Beach,2555 NW Federal Hwy,Stuart,FL,34994,27.23706,-80.2673
BBA232BHM3,5900 Messer Airport Hwy,Birmingham,AL,35212,,
Trussville,5072 Pinnacle Sq,Birmingham,AL,35235,33.60413,-86.64296
Birmingham,4610 Highway 280,Birmingham,AL,35242,33.42707,-86.70997
Hoover,3780 Riverchase Vlg,Hoover,AL,35244,33.37807,-86.79989
Tuscaloosa,1800 McFarland Blvd E,Tuscaloosa,AL,35404,33.19559,-87.52772
Huntsville,5850B University Dr NW,Huntsville,AL,35806,34.74186,-86.66409
Prattville,2431 Cobbs Ford Rd,Prattville,AL,36066,32.46076,-86.39825
Montgomery,1580 Eastern Blvd,Montgomery,AL,36117,32.35612,-86.21971
Oxford,1100 Oxford Exchange Blvd,Oxford,AL,36203,33.60941,-85.78066
Dothan,4863 Montgomery Hwy,Dothan,AL,36303,31.26939,-85.44784
Spanish Fort,10200 Eastern Shore Blvd,Spanish Fort,AL,36527,30.66432,-87.8484
Mobile,1310 Tingle Cir E,Mobile,AL,36606,30.65071,-88.11466
Auburn,2147 Tiger Town Pkwy,Opelika,AL,36801,32.61796,-85.40544
Brentwood,1600 Galleria Blvd,Brentwood,TN,37027,35.97092,-86.80781
Clarksville,2805 Wilma Rudolph Blvd,Clarksville,TN,37040,36.58577,-87.29048
Rivergate,2311 Gallatin Pike N,Madison,TN,37115,36.30688,-86.68154
Mt Juliet (Providence Marketplace),401 S Mt Juliet Rd,Mount Juliet,TN,37122,36.16771,-86.51109
Murfreesboro,2615 Medical Center Pkwy,Murfreesboro,TN,37129,35.8605,-86.44802
Nashville West,6810 Charlotte Pike,Nashville,TN,37209,36.13606,-86.89103
Nashville Airport (BNA) Concurse A/B Connector,Nashville Airport,Nashville,TN,37214,36.13441848754883,-86.66816711425781
Nashville Airport (BNA) Gate A1 near vending alcove,1 Terminal Dr,Nashville,TN,37214,36.129013,-86.67042
Gaylord Opryland,2800 Opryland Ddr,Nashville,TN,37214,36.2135009765625,-86.6974487304688
Hixson,5591 Hwy 153,Hixson,TN,37343,35.14734,-85.25169
Chattanooga,2290 Gunbarrel Rd,Chattanooga,TN,37421,35.03742,-85.14973
Johnson City,3222 Peoples St,Johnson City,TN,37604,36.34795,-82.40076
Kingsport,2716 E Stone Dr,Kingsport,TN,37660,36.55183,-82.49068
Knoxville,8925 Towne and Country Cir,Knoxville,TN,37923,35.91851,-84.08485
Turkey Creek,11491 Parkside Dr,Farragut,TN,37934,35.89989,-84.16657
Memphis Airport (MEM) Gate B1,Memphis Intl Airport,Memphis,TN,38116,35.04996109008789,-89.98223114013672
Poplar Ave,5821 Poplar Ave,Memphis,TN,38119,35.10072,-89.86793
Winchester Rd,7771 Winchester Rd,Memphis,TN,38125,35.04687,-89.80442
Memphis,2755 Germantown Pkwy,Memphis,TN,38133,35.20068,-89.79318
Jackson,1170 Vann Dr,Jackson,TN,38305,35.66354,-88.85775
Southaven,304 Market Plz,Southaven,MS,38671,34.96525,-89.9953
Tupelo,3040 N Gloster St,Tupelo,MS,38804,34.29739,-88.70708
Madison,175 Grandview Blvd,Madison,MS,39110,32.46526,-90.13675
Flowood,194 Promenade Blvd,Flowood,MS,39232,32.3439,-90.05981
Meridian,133 S Frontage Rd,Meridian,MS,39301,32.36481,-88.67377
Hattiesburg,4600 Hardy St,Hattiesburg,MS,39402,31.32232,-89.35806
Gulfport,10545 Hwy 49,Gulfport,MS,39503,30.44121,-89.09899
Diberville,3889 Promenade Pkwy,Diberville,MS,39540,30.45349,-88.90077
St. Matthews,5085 Shelbyville Rd,Louisville,KY,40207,38.25226,-85.62086
Outer Loop,4251 Outer Loop,Louisville,KY,40219,38.13998,-85.68096
Lexington,3220 Nicholasville Rd,Lexington,KY,40503,37.99317,-84.52059
Hamburg Pavilion,1979 Pavilion Wy,Lexington,KY,40509,38.02264,-84.41957
Florence,100 Meijer Dr,Florence,KY,41042,39.01372,-84.63589
Paducah,5101 Hinckleville Rd,Paducah,KY,42001,37.07924,-88.68668
Bowling Green,1875 Campbell Ln,Bowling Green,KY,42104,36.95353,-86.42777
Owensboro,5101 Frederica St,Owensboro,KY,42301,37.71835,-87.12194
Elizabethtown,2050 N Dixie Hwy,Elizabethtown,KY,42701,37.74028,-85.89142
Tuttle Crossing,5800 Britton Pkwy,Dublin,OH,43016,40.07253,-83.13644
Heath,701 Hebron Rd,Heath,OH,43056,40.03428,-82.43614
Reynoldsburg,2782 Taylor Road Ext,Reynoldsburg,OH,43068,39.93575,-82.78506
Grove City,1632 Stringtown Rd,Grove City,OH,43123,39.88052,-83.03875
Lancaster,1645 River Valley Cir N,Lancaster,OH,43130,39.73473,-82.62851
Morse Rd,3840 Morse Rd,Columbus,OH,43219,40.06026,-82.9175
Port Columbus Airport (CMH) Gate B22,Columbus Airport,Columbus,OH,43219,41.411828,-81.834868
Port Columbus Airport (CMH) Gate A3,4600 International Gateway,Columbus,OH,43219,39.997501,-82.888962
Port Columbus Airport (CMH) Gate C52,4600 International Gateway,Columbus,OH,43219,39.997501,-82.888962
Polaris,1375 Polaris Pkwy,Columbus,OH,43240,40.13965,-82.98246
Spring Meadows,1405 Spring Meadows Dr,Holland,OH,43528,41.61556,-83.69676
Toledo,4505 Monroe St,Toledo,OH,43613,41.6869,-83.62053
Avon,1600 Center Rd,Avon,OH,44011,41.46584,-82.02036
Elyria,6650 Midway Blvd,Elyria,OH,44035,41.39722,-82.11292
Macedonia,470 E Aurora Rd,Macedonia,OH,44056,41.31352,-81.52166
Mentor,7830 Plaza Blvd,Mentor,OH,44060,41.65807,-81.36713
North Olmsted,5140 Great Northern Plz S,North Olmsted,OH,44070,41.4151,-81.91203
Get Go Lakewood,14013 DETROIT AVE,LAKEWOOD,OH,44107,41.485119,-81.790143
Mayfield Road,1417 Golden Gate Blvd,Mayfield Heights,OH,44124,41.52244,-81.4473
Parma,7400 Brookpark Rd,Cleveland,OH,44129,41.42039,-81.73562
Cleveland-Hopkins Airport (CLE) Gate C14,Cleveland Airport,Cleveland,OH,44135,41.411678314208984,-81.83473205566406
Cleveland-Hopkins Airport (CLE) Gate A8,5300 Riverside Dr,Cleveland,OH,44135,41.406619,-81.851202
Strongsville,16630 Royalton Rd,Strongsville,OH,44136,41.31484,-81.81492
Chapel Hill,445 Howe Ave,Cuyahoga Falls,OH,44221,41.1208,-81.47833
CLEVELAND SALE EVENT,9780 Mopar Dr,Streetsboro,OH,44241,,
Akron,96 Rothrock Rd,Akron,OH,44321,41.13275,-81.65008
Niles,5815 Youngstown Warren Rd,Niles,OH,44446,41.20949,-80.74636
Youngstown,561 Boardman Poland Rd,Boardman,OH,44512,41.02225,-80.64296
Wooster,3906 Burbank Rd,Wooster,OH,44691,40.84667,-81.94612
North Canton,6595 Strip Ave NW,North Canton,OH,44720,40.87663,-81.43516
Sandusky,4210 Milan Rd,Sandusky,OH,44870,41.41798,-82.6729
Mansfield,2175 Walker Lake Rd,Mansfield,OH,44903,40.78604,-82.59276
Fairfield Township,3435 Princeton Rd,Hamilton,OH,45011,39.38649,-84.49984
Western Hills,5555 Glenway Ave,Cincinnati,OH,45238,39.13108,-84.61064
Eastgate,650 Eastgate South Dr,Cincinnati,OH,45245,39.09835,-84.27782
Tri-County,865 E Kemper Rd,Springdale,OH,45246,39.28473,-84.45564
Fields Ertel,9871 Waterstone Blvd,Cincinnati,OH,45249,39.29409,-84.30628
Colerain,9845 Colerain Ave,Cincinnati,OH,45251,39.25053,-84.59867
Beavercreek,2907 Centre Dr,Fairborn,OH,45324,39.77402,-84.05001
Dayton Mall,131 Mall Woods Dr,Dayton,OH,45449,39.64109,-84.22941
Springfield,1709 N Bechtle Ave,Springfield,OH,45504,39.9473,-83.83488
Findlay,1800 Tiffin Ave,Findlay,OH,45840,41.05396,-83.61554
West Carmel,10025 N Michigan Rd,Carmel,IN,46032,39.93387,-86.22999
Westfield,14610 N Meridian St,Carmel,IN,46032,40.00067,-86.12923
Noblesville,17200 Mercantile Blvd,Noblesville,IN,46060,40.03887,-85.99151
Avon,10346 E US Highway 36,Avon,IN,46123,39.76621,-86.34029
Greenwood,562 Fry Rd,Greenwood,IN,46142,39.62961,-86.11918
Washington Square,9977 E Washington St,Indianapolis,IN,46229,39.77288,-85.99211
Indianapolis Airport (IND) Gate B5,2500 S High School Rd,Indianapolis,IN,46241,39.72662353515625,-86.26722717285156
Indianapolis Airport (IND) Gate A6,7800 Col H Weir Cook Memorial,Indianapolis,IN,46241,39.72286605834961,-86.27157592773438
Castleton,5820 E 82nd St,Indianapolis,IN,46250,39.906,-86.06923
Brickyard,4625 Lafayette Rd,Indianapolis,IN,46254,39.84005,-86.24613
Highland,10243 Indianapolis Blvd,Highland,IN,46322,41.52795,-87.46847
Valparaiso,91 Silhavy Rd,Valparaiso,IN,46383,41.4682,-87.02455
Merrillville,2490 E 79th Ave,Merrillville,IN,46410,41.47307,-87.30626
South Bend,6502 Grape Rd,Mishawaka,IN,46545,41.71904,-86.18495
Apple Glen Crossing,1770 Apple Glen Blvd,Fort Wayne,IN,46804,41.06886,-85.19971
Fort Wayne,737 Northcrest Shopping Ctr,Fort Wayne,IN,46805,41.12062,-85.13005
Kokomo,1403 S Reed Rd,Kokomo,IN,46902,40.47029,-86.11004
Clarksville,1025 Veterans Pkwy,Clarksville,IN,47129,38.327,-85.76627
Columbus,1343 North National Road,Columbus,IN,47201,39.21355,-85.87981
Muncie,3301 N Marleon Dr,Muncie,IN,47304,40.21978,-85.43791
Richmond,3720 National Road E,Richmond,IN,47374,39.83308,-84.8495
Bloomington,2721 E 3rd St,Bloomington,IN,47401,39.16558,-86.49703
Evansville,6300 E Lloyd Expressway,Evansville,IN,47715,37.97861,-87.47533
Terre Haute,3676 S US Highway 41,Terre Haute,IN,47802,39.42196,-87.4135
Lafayette,2323 Sagamore Pkwy S,Lafayette,IN,47905,40.39467,-86.8534
Southfield,28400 Telegraph Rd,Southfield,MI,48034,42.49616,-83.28276
Chesterfield,50400 Waterside Dr,Chesterfield,MI,48051,42.66783,-82.82831
Port Huron,4611 24th Ave,Fort Gratiot,MI,48059,43.0429,-82.45849
Gratiot,30701 Gratiot Ave,Roseville,MI,48066,42.52249,-82.92285
Madison Heights/Troy,32320 John R Rd,Madison Heights,MI,48071,42.52984,-83.10492
Allen Park,3349 Fairlane Dr,Allen Park,MI,48101,42.28017,-83.20332
Ann Arbor,3100 Lohr Rd,Ann Arbor,MI,48108,42.23991,-83.76289
Brighton,8487 W Grand River Ave,Brighton,MI,48116,42.54364,-83.78341
Dearborn,16221 Ford Rd,Dearborn,MI,48126,42.32831,-83.20281
BBM028BTMI,17625 Newburgh Rd,Livonia,MI,48152,,
Southland Center,23000 Eureka Rd,Taylor,MI,48180,42.19914,-83.25429
Westland,35100 Central City Pkwy,Westland,MI,48185,42.34466,-83.38669
Detroit Airport (DTW) Gate C2,1 Detroit Metro Airport,Detroit,MI,48242,42.241477,-83.337969
Bloomfield Hills,2169 S Telegraph Rd,Bloomfield,MI,48302,42.608,-83.29398
Rochester Hills,2651 S Rochester Rd,Rochester Hills,MI,48307,42.64136,-83.12926
Utica,45520 Utica Park Blvd,Utica,MI,48315,42.63107,-83.00632
Auburn Hills,300 Brown Rd,Auburn Hills,MI,48326,42.70664,-83.2993
Farmington Hills,30830 Orchard Lake Rd,Farmington Hills,MI,48334,42.52476,-83.35844
Novi,21051 Haggerty Rd,Novi,MI,48375,42.44123,-83.4376
Flint,G3660 Miller Rd,Flint,MI,48507,42.9851,-83.75193
Saginaw,4460 Bay Rd,Saginaw,MI,48603,43.47216,-83.97259
East Lansing,2020 W Grand River Rd,Okemos,MI,48864,42.72333,-84.42345
Lansing,5216 W Saginaw Hwy,Lansing,MI,48917,42.74357,-84.62346
Kalamazoo,6900 S Westnedge Ave,Portage,MI,49002,42.21672,-85.59033
Battle Creek,12765 Harper Village Dr,Battle Creek,MI,49014,42.265,-85.17779
Benton Harbor,1515 Orchard Xing,Benton Harbor,MI,49022,42.07678,-86.42167
Jackson,1014 Jackson Xing,Jackson,MI,49202,42.26814,-84.42559
Rivertown Crossing,4830 Wilson Ave SW,Grandville,MI,49418,42.8769,-85.76119
Holland,3549 W Shore Dr,Holland,MI,49424,42.83286,-86.09457
Muskegon,5425 Harvey St,Muskegon,MI,49444,43.15311,-86.20749
Grand Rapids,5500 44th St SE,Grand Rapids,MI,49512,42.883604,-85.625874
Grand Rapids,5500 44th St SE,Grand Rapids,MI,49512,42.883604,-85.625874
Walker,3410 Alpine Ave NW,Grand Rapids,MI,49544,43.02517,-85.68812
Grand Rapids,2650 E Belt Line SE,Grand Rapids,MI,49546,42.91492,-85.58176
Traverse City,2577 N US Highway 31 S,Traverse City,MI,49684,44.72355,-85.64765
Marquette,3725 US 41 W,Marquette,MI,49855,46.5477,-87.47325
BBT047FJIA,3231 Adventureland Dr,Altoona,IA,50009,,
Ames,1220 S Duff Ave,Ames,IA,50010,42.01142,-93.60822
Ankeny,1955 SE Delaware Ave,Ankeny,IA,50021,41.71064,-93.578
West Des Moines,4100 University Ave,West Des Moines,IA,50266,41.59794,-93.7606
Jordan Creek,6825 Mills Civic Pkwy,West Des Moines,IA,50266,41.56299,-93.8015
BBM025BTIA,1551 Valley West Dr,West Des Moines,IA,50266,,
Mason City,440 Indian Head Dr,Mason City,IA,50401,43.14684,-93.26818
Waterloo,2541 Crossroads Blvd,Waterloo,IA,50702,42.45836,-92.32485
Sioux City,4730 Sergeant Rd,Sioux City,IA,51106,42.44554,-96.34552
Dubuque,801 Wacker Dr,Dubuque,IA,52002,42.49274,-90.72102
Iowa City,1431 Coral Ridge Ave,Coralville,IA,52241,41.69136,-91.59803
Cedar Rapids,4650 1st Ave NE,Cedar Rapids,IA,52402,42.0259,-91.62338
Davenport,5153 Elmore Ave,Davenport,IA,52807,41.57141,-90.52588
BBM027BTWI,15875 W Bluemound Rd,Brookfield,WI,53005,,
Delafield,3270 Golf Rd,Delafield,WI,53018,43.05131,-88.36495
Kohler,3600 County Trunk Hwy A,Kohler,WI,53044,43.71278,-87.76242
Brookfield,19555 W Bluemound Rd,Brookfield,WI,53045,43.03504,-88.15416
Menomonee Falls,N94 W16855 Falls Pkwy,Menomonee Falls,WI,53051,43.18902,-88.11911
Kenosha,11840 71st St,Kenosha,WI,53142,42.57185,-87.95151
Lake Geneva,700 N Edwards Blvd,Lake Geneva,WI,53147,42.59922,-88.41592
General Mitchell Milwakee Airport (MKE) Gate D34,5300 S Howell Ave Concourse C,Milwaukee,WI,53207,42.98387145996094,-87.8967514038086
Fox Point,8755 N Port Washington Rd,Fox Point,WI,53217,43.17534,-87.91459
Southridge,4610 S 76th St,Greenfield,WI,53220,42.9611,-88.00699
Mayfair,2401 N Mayfair Rd,Wauwatosa,WI,53226,43.06319,-88.04846
Racine,2710 S Green Bay Rd,Racine,WI,53406,42.70059,-87.85549
Janesville,2850 Deerfield Dr,Janesville,WI,53546,42.71618,-88.97838
East Madison,2452 E Springs Dr,Madison,WI,53704,43.12928,-89.29877
Dane County Regional-Trauax Field Airport (MSN) Between Gates 6 and 7,4000 International Ln,Madison,WI,53704,43.142082,-89.337745
West Madison,7357 W Towne Way,Madison,WI,53719,43.05555,-89.51111
Green Bay,825 Pilgrim Way,Green Bay,WI,54304,44.48146,-88.06994
Wausau,3800 Rib Mountain Dr,Wausau,WI,54401,44.92271,-89.65555
Stevens Point,1145 Commons Cir,Plover,WI,54467,44.49429,-89.51675
La Crosse,9420 State Road 16,Onalaska,WI,54650,43.8761,-91.19136
Eau Claire,4090 Commonwealth Ave,Eau Claire,WI,54701,44.77358,-91.43212
Oshkosh,1550 S Koeller St,Oshkosh,WI,54902,44.00397,-88.57998
Appleton,4240 W Wisconsin Ave,Appleton,WI,54913,44.27521,-88.47067
Appleton East,2411 S Kensington Dr,Appleton,WI,54915,44.24076,-88.36201
Maplewood,1795 County Rd D E,Maplewood,MN,55109,45.03639,-93.02609
Minneapolis-St. Paul Airport (MSP) Terminal 1 F Connector,Mpls St Paul Intl Airport,Saint Paul,MN,55111,44.88623046875,-93.19202423095703
