longName,address,city,region,postalCode,lat,lng
Minneapolis-St. Paul Airport (MSP) Terminal 1 Gate C15,4300 Glumack Dr,Saint Paul,MN,55111,44.880544,-93.205676
Roseville,1643 County Road B2,Roseville,MN,55113,45.01643,-93.16787
Eagan,1235 Town Centre Dr,Eagan,MN,55123,44.83303,-93.15589
Apple Valley,15300 Cedar Ave,Apple Valley,MN,55124,44.72874,-93.21401
Oakdale,8301 3rd St N,Oakdale,MN,55128,44.9496,-92.93713
Minnetonka,13513 Ridgedale Dr,Hopkins,MN,55305,44.97001,-93.44936
Burnsville,14141 Aldrich Ave S,Burnsville,MN,55337,44.74802,-93.28584
EDEN PRAIRIE OUTLET,14675 MARTIN DR,EDEN PRAIRIE,MN,55344,44.86274,-93.4633
Eden Prairie,11600 Leona Rd,Eden Prairie,MN,55344,44.86091,-93.42473
Hutchinson,1350 Hwy 15 S,Hutchinson,MN,55350,44.8694,-94.3783
Maple Grove,12905 Elm Creek Blvd N,Maple Grove,MN,55369,45.09408,-93.44484
Shakopee,8100 Old Carriage Ct,Shakopee,MN,55379,44.77825,-93.41347
V1BBR00001,30 S 7th St,Minneapolis,MN,55402,,
Minneapolis Convention Center,1301 Second Ave S,Minneapolis,MN,55403,44.970306396484375,-93.2733383178711
BBA233MSP2,7150 Humphrey Drive,Minneapolis,MN,55420,,
Richfield,1000 West 78th St,Richfield,MN,55423,44.86321,-93.29274
Best Buy HQ Kiosk,7601 Penn Ave S,Richfield,MN,55423,44.86422,-93.30566
Northtown,300 Northtown Dr NE,Blaine,MN,55434,45.12607,-93.26186
BLOOMINGTON SALE EVENT,6205 W 111TH ST,BLOOMINGTON,MN,55438,,
Coon Rapids,12633 Riverdale Blvd NW,Coon Rapids,MN,55448,45.20112,-93.34819
Minneapolis-St. Paul Airport (MSP) Terminal 1 Gate E1,7150 Humphrey Dr,Minneapolis,MN,55450,44.873627722263336,-93.2277924567461
Minneapolis-St. Paul Airport (MSP) Terminal 1 Gate C1,7150 Humphrey Dr,Minneapolis,MN,55450,44.873627722263336,-93.2277924567461
Minneapolis-St. Paul Airport (MSP)  Terminal 2 Gate H6,7150 Humphrey Dr,Minneapolis,MN,55450,44.873627722263336,-93.2277924567461
Minneapolis-St. Paul Airport (MSP) Terminal 2 Gate H5,7150 Humphrey Dr,Minneapolis,MN,55450,44.873627722263336,-93.2277924567461
Duluth,5105 Burning Tree Rd,Duluth,MN,55811,46.80857,-92.16994
Rochester,4050 Hwy 52 N,Rochester,MN,55901,44.06474,-92.49791
Mankato,1895 Adams St,Mankato,MN,56001,44.16944,-93.94998
St Cloud,4130 W Division St,Saint Cloud,MN,56301,45.55235,-94.21073
Baxter,14555 Edgewood Dr,Baxter,MN,56425,46.36301,-94.2462
BBUS0004 Sanford Detroit Lakes Clinic,1245 Washington Ave,Detroit Lakes,MN,56501,,
Sioux Falls,2101 W 41st St,Sioux Falls,SD,57105,43.5133,-96.75555
BBUS0003 Sanford Health Watertown Clinic,901 4th St NW,Watertown,SD,57201,,
Rapid City,2320 N Haines Ave,Rapid City,SD,57701,44.10823,-103.22044
Fargo,3902 13th Ave S,Fargo,ND,58103,46.8591,-96.84652
Grand Forks,3751 32nd Ave S,Grand Forks,ND,58201,47.88874,-97.08179
Bismarck,1207 W Century Ave,Bismarck,ND,58503,46.83114,-100.81075
Minot,1018 24th Ave SW,Minot,ND,58701,48.20795,-101.30815
Billings,2450 King Ave W,Billings,MT,59102,45.75412,-108.57836
Missoula,2640 N Reserve St,Missoula,MT,59808,46.88926,-114.03659
Kalispell,2407 Highway 93 N,Kalispell,MT,59901,48.23757,-114.32637
Arlington Heights,615 E Palatine Rd,Arlington Heights,IL,60004,42.10752,-87.97503
Crystal Lake,5880 Northwest Hwy,Crystal Lake,IL,60014,42.22797,-88.31484
Hilton Chicago O'Hare (ORD),9300 W Bryn Mawr Ave,Rosemont,IL,60018,41.981339,-87.858749
Gurnee,6525 Grand Ave,Gurnee,IL,60031,42.3814,-87.96576
Illinois Tollway Lake Forest Oasis,13783 West Oasis Service Rd,Lake Forest,IL,60045,42.254409044981,-87.90300607681274
Kildeer,20771 N Rand Rd,Kildeer,IL,60047,42.1653,-88.05774
Vernon Hills,701 N Milwaukee Ave,Vernon Hills,IL,60061,42.23692,-87.94295
Northbrook,1072 Willow Rd,Northbrook,IL,60062,42.1068,-87.80539
Skokie,5425 Touhy Ave,Skokie,IL,60077,42.01048,-87.76463
Algonquin,1561 S Randall Rd,Algonquin,IL,60102,42.15216,-88.33366
Bloomingdale,350 W Army Trail Rd,Bloomingdale,IL,60108,41.93659,-88.10993
Dekalb,2074 Sycamore Rd,Dekalb,IL,60115,41.94825,-88.72298
Randall Road,1876 S Randall Rd,Geneva,IL,60134,41.86786,-88.34323
Melrose Park,1334 Winston Plz,Melrose Park,IL,60160,41.90716,-87.85034
Schaumburg,900 E Golf Rd,Schaumburg,IL,60173,42.05154,-88.05669
Renaissance Schaumburg Convention Center Hotel,1551 THOREAU DR N,SCHAUMBURG,IL,60173,42.061216,-88.041657
BBT031OHIL,10201 Belle Plaine Ave,Schiller Park,IL,60176,41.95275776088238,-87.88336426019669
South Elgin,424 Randall Rd,South Elgin,IL,60177,41.98452,-88.34394
Evanston,2301 Howard St,Evanston,IL,60202,42.02097,-87.70697
Crestwood,4925 Cal Sag Rd,Crestwood,IL,60418,41.65376,-87.74315
Homewood,17800 S Halsted St,Homewood,IL,60430,41.56618,-87.63762
Joliet,3351 Mall Loop Dr,Joliet,IL,60431,41.58082,-88.16543
Appliance Outlet Chicago,7602 S Cicero Ave,Burbank,IL,60459,41.755876,-87.743288
Burbank,7600 S Cicero Ave,Burbank,IL,60459,41.75588,-87.74252
Orland Park,15854 S La Grange Rd,Orland Park,IL,60462,41.60189,-87.85695
Tinley Park,7330 191st St,Tinley Park,IL,60487,41.54892,-87.7959
CHICAGO SALE EVENT,1500 Remington Blvd,Bolingbrook,IL,60490,41.65358,-88.13174
Bolingbrook,315 N Weber Rd,Bolingbrook,IL,60490,41.7048,-88.12792
Naperville,4400 E New York St,Aurora,IL,60504,41.76491,-88.20743
Butterfield Road,1432 Butterfield Rd,Downers Grove,IL,60515,41.83595,-88.01968
75th & Lemont,7401 Lemont Rd,Downers Grove,IL,60516,41.75259,-88.01016
Illinois Tollway Hinsdale Oasis,5800 Tri State Toll Rd,Hinsdale,IL,60521,41.77663803100586,-87.90787506103516
Countryside,11 Countryside Plz,Countryside,IL,60525,41.78414,-87.87201
Oswego,2600 US Hwy 34,Oswego,IL,60543,41.70146,-88.30987
North Riverside,2358 Harlem Ave,North Riverside,IL,60546,41.84795,-87.80607
BBM026BTIL,7505 W Cermak Rd,North Riverside,IL,60546,,
Hyatt Regency Chicago,151 E Upper Wacker Dr,Chicago,IL,60601,41.886825,-87.627213
V1BBR00002,172 W Adams St,Chicago,IL,60603,,
South Loop,555 W Roosevelt Rd,Chicago,IL,60607,41.86686,-87.64116
John Hancock Center,875 N Michigan Ave,Chicago,IL,60611,41.89875,-87.6235
Bucktown,2100 N Elston Ave,Chicago,IL,60614,41.91902,-87.66966
Hyatt Regency McCormick Place,2233 S Martin Luther King Blvd,Chicago,IL,60616,41.84725570678711,-87.62774658203125
North Avenue,1000 W North Ave,Chicago,IL,60642,41.91255,-87.65454
BBT043UBIL,1401 W North Ave,Chicago,IL,60642,,
Harlem & Irving,4100A N Harlem Ave,Norridge,IL,60706,41.95447,-87.80772
Kankakee,1584 N State Route 50,Bourbonnais,IL,60914,41.17263,-87.85042
Illinois Tollway Belvidere Oasis,2510 Pearl St,Belvidere,IL,61008,42.23517827689648,-88.84171687066555
Rockford,281 Deane Dr,Rockford,IL,61107,42.27114,-88.98191
Peoria,5001 N Big Hollow Rd,Peoria,IL,61615,40.74842,-89.64036
Bloomington,2103 N Veterans Pkwy,Bloomington,IL,61704,40.50736,-88.9517
Champaign,2117 N Prospect Ave,Champaign,IL,61822,40.14217,-88.26041
Edwardsville,6670 Edwardsville Crossing Dr,Edwardsville,IL,62025,38.78824,-89.95185
Fairview Heights,26 Plaza Dr,Fairview Heights,IL,62208,38.59892,-89.99405
Forsyth,1450 Koester Dr,Forsyth,IL,62535,39.9157,-88.95303
Springfield,3193 S Veterans Pkwy,Springfield,IL,62704,39.75951,-89.70831
Carbondale,1270 E Main St,Carbondale,IL,62901,37.73425,-89.19184
Chesterfield,178 THF Blvd,Chesterfield,MO,63005,38.66601,-90.59511
CHESTERFIELD OUTLET,17397 CHESTERFIELD AIRPORT RD,CHESTERFIELD,MO,63005,38.66995,-90.60623
Manchester,151 Highlands Blvd Dr,Manchester,MO,63011,38.5941,-90.50747
Fenton,717 Gravois Rd,Fenton,MO,63026,38.51222,-90.44799
Bridgeton,12410 St Charles Rock Rd,Bridgeton,MO,63044,38.75415,-90.43246
South County,7017 S Lindbergh Blvd,Saint Louis,MO,63125,38.50958,-90.33042
Brentwood,8350 Eager Rd,Saint Louis,MO,63144,38.62814,-90.33718
ST LOUIS SALE EVENT,2000 PREMIER PKWY,SAINT PETERS,MO,63376,,
Mid Rivers Mall,5651 South Service Rd,Saint Peters,MO,63376,38.79818,-90.61192
Cape Girardeau,3026 William St,Cape Girardeau,MO,63703,37.30179,-89.5696
Independence,19110 E 39th St S,Independence,MO,64057,39.05009,-94.35494
Lees Summit,1608 NW Chipman Rd,Lees Summit,MO,64081,38.93031,-94.40725
Kansas City Airport (MCI) Gate C47,601 Brasilia Ave,Kansas City,MO,64153,39.30629052221775,-94.7163674980402
Kansas City Airport( MCI) Gate B37,601 Brasilia Ave,Kansas City,MO,64153,39.30629052221775,-94.7163674980402
Kansas City Airport (MCI) Gate B56,601 Brasilia Ave,Kansas City,MO,64153,39.30629052221775,-94.7163674980402
Tiffany Springs,9130 N Skyview Ave,Kansas City,MO,64154,39.25891,-94.65784
Liberty,8500 N Flintlock Rd,Kansas City,MO,64157,39.24611,-94.46756
St Joseph,5201 N Belt Hwy,Saint Joseph,MO,64506,39.81693,-94.81301
Joplin,3117 Turkey Creek Blvd,Joplin,MO,64801,37.09457,-94.47404
Jefferson City,3225 Missouri Blvd,Jefferson City,MO,65109,38.58057,-92.24038
Columbia,2001 W Worley St,Columbia,MO,65203,38.96282,-92.37
Branson,977 Branson Hills Pkwy,Branson,MO,65616,36.66781,-93.22503
Battlefield,3450 S Glenstone Ave,Springfield,MO,65804,37.15078,-93.25699
L1BBR00001,1845 E SUNSHINE ST,SPRINGFIELD,MO,65804,37.181684,-93.261533
Lawrence,2020 W 31st St,Lawrence,KS,66046,38.92984,-95.25901
Overland Park,11525 Metcalf Ave,Overland Park,KS,66210,38.91694,-94.66687
Oak Park,9301 Quivira Rd,Overland Park,KS,66215,38.95953,-94.72282
Manhattan,329 Tuttle Creek Blvd,Manhattan,KS,66502,39.18229,-96.55927
Topeka,1600 SW Wanamaker Rd,Topeka,KS,66604,39.0376,-95.7606
NW Wichita,2441 N Maize Rd,Wichita,KS,67205,37.7304,-97.46445
Wichita,2111 North Rock Rd,Wichita,KS,67206,37.72181,-97.2467
West Wichita,6700 W Kellogg Dr,Wichita,KS,67209,37.67512,-97.41971
Papillion,7949 Towne Center Pkwy,Papillion,NE,68046,41.1366,-96.03072
BBR054HONE,1001 CASS ST,OMAHA,NE,68102,,
Omaha East,115 N 76th St,Omaha,NE,68114,41.259949,-96.031483
West Omaha,333 N 170th St,Omaha,NE,68118,41.26164,-96.18021
Lincoln,6919 O Street,Lincoln,NE,68510,40.81256,-96.62589
Grand Island,3404 W 13th St,Grand Island,NE,68803,40.93465,-98.3815
Lakeside,3780 Veterans Memorial Blvd,Metairie,LA,70002,30.00281,-90.16763
Veterans Blvd,6205 Veterans Memorial Blvd,Metairie,LA,70003,30.00565,-90.21117
West Bank,1601 Westbank Expy,Harvey,LA,70058,29.90551,-90.06798
Harahan,1138 S Clearview Pkwy,New Orleans,LA,70123,29.96326,-90.18569
Hilton New Orleans Riverside,2 Poydras St,New Orleans,LA,70130,29.947879,-90.063425
Houma,1640 Martin Luther King Blvd,Houma,LA,70360,29.61166,-90.75093
Hammond,2020 Hammond Square Dr,Hammond,LA,70403,30.4805,-90.46042
Covington,69344 Highway 21,Covington,LA,70433,30.4444,-90.13722
Slidell,200 Town Center Pkwy,Slidell,LA,70458,30.26809,-89.75772
Lafayette,5635 Johnston St,Lafayette,LA,70503,30.17568,-92.0746
Lake Charles,715 W Prien Lake Rd,Lake Charles,LA,70601,30.19782,-93.2311
Millerville,1977 Millerville Rd,Baton Rouge,LA,70816,30.44179,-91.02203
Baton Rouge,5913 Bluebonnet Blvd,Baton Rouge,LA,70836,30.39268,-91.08416
Shreveport,7080 Youree Dr,Shreveport,LA,71105,32.44074,-93.72049
Bossier City,2641 Beene Blvd,Bossier City,LA,71111,32.55857,-93.70915
Monroe,4429 Pecanland Mall Dr,Monroe,LA,71203,32.49859,-92.06739
Alexandria,2657 S Macarthur Dr,Alexandria,LA,71301,31.27102,-92.4591
Hot Springs,1462 Higdon Ferry Rd,Hot Springs,AR,71913,34.46749,-93.07234
Conway,600 Elsinger Blvd,Conway,AR,72032,35.08629,-92.41133
North Little Rock,4229 E McCain Blvd,North Little Rock,AR,72117,34.79136,-92.22103
Clinton National (LIT) Gate 3,One Airport Dr,Little Rock,AR,72202,34.75342559814453,-92.2747573852539
West Little Rock,11800 Chenal Pkwy,Little Rock,AR,72211,34.7498,-92.40573
Jonesboro,3000 E Highland Dr,Jonesboro,AR,72401,35.82281,-90.66332
Fayetteville,464 E Joyce Blvd,Fayetteville,AR,72703,36.12484,-94.15066
Northwest Arkansas Airport (XNA) Gate A1,1 Airport Blvd #100,Bentonville,AR,72712,36.279748,-94.302562
Rogers,2220 Promenade Blvd,Rogers,AR,72758,36.30456,-94.17959
Fort Smith,4195 Phoenix Ave,Fort Smith,AR,72903,35.34039,-94.38509
Norman,400 26th Ave NW,Norman,OK,73069,35.22262,-97.48286
Midwest City,7231 SE 29th St,Midwest City,OK,73110,35.43737,-97.3983
Oklahoma City North,5801 N May Ave,Oklahoma City,OK,73112,35.53047,-97.56672
Oklahoma City West,6421 SW 3rd St,Oklahoma City,OK,73128,35.46312,-97.62872
Quail Springs,2135 W Memorial Rd,Oklahoma City,OK,73134,35.61098,-97.55152
Oklahoma City South,1409 W I 240 Service Rd,Oklahoma City,OK,73159,35.39307,-97.53946
Moore,2700 S Service Rd,Moore,OK,73160,35.31373,-97.48721
Owasso,9055 N 121st East Ave,Owasso,OK,74055,36.29046,-95.83965
Stillwater,1940 N Perkins Rd,Stillwater,OK,74075,36.14153,-97.05412
Tulsa Airport (TUL) Gate B1,7777 East Apache,Tulsa,OK,74115,36.1975402832031,-95.8953247070313
TUL Airport Gate A1,7777 E APACHE ST,TULSA,OK,74115,36.190897,-95.889833
Tulsa Hills,7308 S Olympia Ave,Tulsa,OK,74132,36.05835,-96.00493
Tulsa,10303 E 71st St,Tulsa,OK,74133,36.064,-95.86082
Tulsa Midtown,5520 E Skelly Dr,Tulsa,OK,74135,36.09981,-95.91425
Muskogee,900 W Shawnee St,Muskogee,OK,74401,35.77232,-95.37135
Allen,190 E Stacy Rd,Allen,TX,75002,33.12574,-96.66155
Flower Mound,6060 Long Prairie Rd,Flower Mound,TX,75028,33.06956,-97.08073
DALLAS SALE EVENT,609 Enterprise Rd,Flower Mound,TX,75028,,
Eldorado Pkwy,5299 Eldorado Pkwy,Frisco,TX,75033,33.17304,-96.84138
Frisco,3333 Preston Rd,Frisco,TX,75034,33.10827,-96.80879
Garland,3171 N George Bush Fwy,Garland,TX,75040,32.94538,-96.61415
Irving,4017 W Airport Fwy,Irving,TX,75062,32.83676,-96.9872
North Irving,1900 Market Place Blvd,Irving,TX,75063,32.92071,-96.97224
Lewisville,2601 S Stemmons Fwy,Lewisville,TX,75067,32.99975,-96.96357
Mckinney,1751 N Central Expy,McKinney,TX,75070,33.21422,-96.64005
Plano,2800 N Central Expy,Plano,TX,75074,33.03558,-96.70363
Rockwall,995 E I-30,Rockwall,TX,75087,32.90414,-96.45299
Sherman,823 N Creek Dr,Sherman,TX,75092,33.68396,-96.6097
Cedar Hill,731 N Highway 67,Cedar Hill,TX,75104,32.60197,-96.93716
Mesquite,2701 N Mesquite Dr,Mesquite,TX,75150,32.80206,-96.62973
Waxahachie,1168 W Highway 287 Byp,Waxahachie,TX,75165,32.42318,-96.84319
Park Lane,9378 N Central Expy,Dallas,TX,75231,32.87547,-96.76774
Dallas Love Field Airport (DAL) North Concourse,Dallas Love Airport,Dallas,TX,75235,32.83477020263672,-96.85153198242188
Midway / LBJ,4255 Lyndon B Johnson Fwy,Farmers Branch,TX,75244,32.92736,-96.83741
DALLAS OUTLET CENTER,4245 Lyndon B Johnson Fwy,Farmers Branch,TX,75244,32.927372,-96.837612
BBR053WDPC,12720 MERIT DR,DALLAS,TX,75251,,
L1BBR00002,12720 Merit Drive,Dallas,TX,75251,,
Prestonwood,5301 Belt Line Rd,Dallas,TX,75254,32.9562,-96.81579
Dallas Fort Worth Airport (DFW) Gate E7,Dallas Fort Worth Intl,Dallas,TX,75261,32.903199,-97.057367
Dallas Fort Worth Airport (DFW) Gate B22,Dallas Fort Worth Intl,Dallas,TX,75261,32.903199,-97.057367
Dallas Fort Worth Airport (DFW) Gate B45/49,Dallas Fort Worth Intl,Dallas,TX,75261,32.903199,-97.057367
Dallas Fort Worth Airport (DFW) Gate C31,Dallas Fort Worth Intl,Dallas,TX,75261,32.903199,-97.057367
Dallas Fort Worth Airport (DFW) Gate D12,Dallas Fort Worth Intl,Dallas,TX,75261,32.903199,-97.057367
Dallas Fort Worth Airport (DFW) Gate E14,Dallas Fort Worth Intl,Dallas,TX,75261,32.903199,-97.057367
Dallas Fort Worth Airport (DFW) Gate D40,3200 East Airfield Dr,Dallas,TX,75261,32.874195,-97.015666
Dallas Fort Worth Airport (DFW) Gate D21,3200 E Airfield Dr,Dallas,TX,75261,32.87420444190502,-97.01566703617573
DFW Airport Gate B2,3200 E AIRFIELD DR,DALLAS,TX,75261,32.888407,-97.015803
Texarkana,4210 Saint Michael Dr,Texarkana,TX,75503,33.45426,-94.09483
Longview,422 W Loop 281,Longview,TX,75605,32.53908,-94.75865
Tyler,5514 S Broadway Ave,Tyler,TX,75703,32.28823,-95.30126
Lufkin,4505 S Medford Dr,Lufkin,TX,75901,31.30945,-94.72327
Arlington,1730 Pleasant Pl,Arlington,TX,76015,32.67732,-97.13739
South Fort Worth,12820 South Fwy,Burleson,TX,76028,32.57132,-97.32087
Grapevine,1515 W State Hwy 114,Grapevine,TX,76051,32.92895,-97.09608
Hurst,869 NE Mall Blvd,Hurst,TX,76053,32.82703,-97.20299
Mansfield,2041 Highway 287 N,Mansfield,TX,76063,32.59735,-97.15076
Weatherford,138 E Interstate 20,Weatherford,TX,76087,32.7272,-97.78352
Ridgmar,6750 West Fwy,Fort Worth,TX,76116,32.73702,-97.43381
Hulen,5604 SW Loop 820,Fort Worth,TX,76132,32.68583,-97.40889
Fort Worth,5944 Quebec St,Fort Worth,TX,76135,32.80685,-97.42737
Heritage Trace Parkway,9581 Sage Meadow Trl,Fort Worth,TX,76177,32.9122,-97.31578
Denton,1800 S Loop 288,Denton,TX,76205,33.19236,-97.10006
Wichita Falls,4100 Kemp Blvd,Wichita Falls,TX,76308,33.86848,-98.53701
Temple,3550 S General Bruce Dr,Temple,TX,76504,31.09336,-97.38275
Killeen,3209 E Central Texas Expy,Killeen,TX,76543,31.08773,-97.70679
Waco,4627 S Jack Kultgen Expy,Waco,TX,76706,31.49966,-97.14887
San Angelo,4325 Sunset Dr,San Angelo,TX,76901,31.43384,-100.5026
George Bush Airport (IAH) Gate C29,George Bush Intl,Houston,TX,77032,29.978419169783592,-95.34235149621964
George Bush Airport (IAH) Terminal A South Foodcourt,George Bush Intl,Houston,TX,77032,29.978419169783592,-95.34235149621964
George Bush Airport (IAH) Gate E9,George Bush Intl,Houston,TX,77032,29.978419169783592,-95.34235149621964
George Bush Airport (IAH) Gate E22,George Bush Intl,Houston,TX,77032,29.978419169783592,-95.34235149621964
George Bush Airport (IAH) D/E Connector,George Bush Intl,Houston,TX,77032,29.978419169783592,-95.34235149621964
George Bush Airport (IAH) Gate C14,IAH George Bush Terminal C,Houston,TX,77032,29.96709442138672,-95.33636474609375
George Bush Airport (IAH) Terminal A North Food Court,2800 North Terminal Rd,Houston,TX,77032,29.987313374876976,-95.34910663962364
George Bush Houston Airport (IAH) Gate D9,2800 N Terminal Rd,Houston,TX,77032,29.983924,-95.332202
Sharpstown,8210 S Gessner Dr,Houston,TX,77036,29.68804,-95.5334
Greenspoint,10777 North Fwy,Houston,TX,77037,29.92292,-95.41408
Northwest Crossing,13238 Northwest Fwy,Houston,TX,77040,29.84867,-95.50125
East Houston,6006 E Sam Houston Pkwy N,Houston,TX,77049,29.81203,-95.16189
Bunker Hill Rd,9670 Old Katy Rd,Houston,TX,77055,29.78591,-95.5306
Galleria,5133 Richmond Ave,Houston,TX,77056,29.73087,-95.46269
Houston Hobby Airport (HOU) Gate 23,7800 Airport Blvd,Houston,TX,77061,29.644407,-95.332896
Houston Hobby Airport (HOU)   Gate 43,7800 Airport Blvd,Houston,TX,77061,29.644407,-95.332896
Houston Hobby Airport (HOU),7800 Airport Blvd,Houston,TX,77061,29.644407,-95.332896
HOUSTON OUTLET,17713 Tomball Pkwy,Houston,TX,77064,29.94538,-95.52752
Willowbrook,7318 Fm 1960 Rd W,Houston,TX,77070,29.96758,-95.53821
West Oaks,2480 Highway 6 S,Houston,TX,77077,29.73618,-95.64632
Gulfgate,510 Gulfgate Center Mall,Houston,TX,77087,29.69837,-95.29388
Copperfield,7034 Highway 6 N,Houston,TX,77095,29.88116,-95.64338
Meyerland,100 Meyerland Plaza Mall,Houston,TX,77096,29.68556,-95.46302
Conroe,501 Interstate 45 S,Conroe,TX,77301,30.31289,-95.47315
Humble,20408 Highway 59 N,Humble,TX,77338,30.01095,-95.26201
Atascocita,19125 W Lake Houston Pkwy,Humble,TX,77346,29.99633,-95.16437
The Woodlands,1550 Lake Woodlands Dr,The Woodlands,TX,77380,30.16991,-95.4585
Spring,19503 Interstate 45,Spring,TX,77388,30.04996,-95.43225
Grand Parkway,5340 W Grand Pkwy S,Richmond,TX,77406,29.69598,-95.77679
Cypress,25525 Highway 290,Cypress,TX,77429,29.96535,-95.69091
Fry Road,20290 Katy Fwy (Fry Rd Exit),Katy,TX,77449,29.78739,-95.72424
Rosenberg,24230 Commercial Dr,Rosenberg,TX,77471,29.54692,-95.75382
Sugar Land,16980 Southwest Fwy,Sugar Land,TX,77479,29.58874,-95.63859
HOUSTON SALE EVENT,636 Hwy 90A,Missouri City,TX,77489,,
Pasadena,5692 Fairmont Pkwy,Pasadena,TX,77505,29.64645,-95.15403
Baytown,4620 Garth Rd,Baytown,TX,77521,29.77313,-94.97634
Lake Jackson,104 Highway 332 E,Lake Jackson,TX,77566,29.04438,-95.45701
Victory Lakes,2510 Gulf Fwy S,League City,TX,77573,29.473,-95.09503
Pearland,2632 Smith Ranch Rd,Pearland,TX,77584,29.55917,-95.38527
Baybrook,19425 Gulf Fwy,Webster,TX,77598,29.54381,-95.13989
Port Arthur,8725 Memorial Blvd,Port Arthur,TX,77640,29.9449,-93.99632
Beaumont,5885 Eastex Fwy,Beaumont,TX,77706,30.12358,-94.1555
College Station,805 Texas Ave S,College Station,TX,77840,30.62594,-96.32975
Victoria,7800 N Navarro St,Victoria,TX,77904,28.86641,-96.99481
Laredo North,2455 Monarch Dr,Laredo,TX,78045,27.61117,-99.46931
Laredo,7905 San Dario Ave,Laredo,TX,78045,27.57237,-99.50078
New Braunfels,187 Creekside Wy,New Braunfels,TX,78130,29.73042,-98.07238
Forum,8210 Agora Pkwy,Selma,TX,78154,29.56765,-98.32813
North Star,125 NW Loop 410,San Antonio,TX,78216,29.52291,-98.49481
San Antonia (SAT) Gate A10,9800 Airport Blvd,San Antonio,TX,78216,29.52800941467285,-98.47541046142578
San Antonia (SAT) Terminal B Food Court,9800 Airport Blvd,San Antonio,TX,78216,29.52800941467285,-98.47541046142578
City Base,3142 SE Military Dr,San Antonio,TX,78223,29.35033,-98.43666
Legacy,2003 N Loop 1604 E,San Antonio,TX,78232,29.60877,-98.46061
San Antonio Ingram,6001 NW Loop 410,San Antonio,TX,78238,29.47621,-98.61181
SAN ANTONIO OUTLET,6218 Wood Glen Dr,San Antonio,TX,78244,29.482983,-98.350461
Alamo Ranch,5419 W Loop 1604 N,San Antonio,TX,78253,29.48853,-98.71017
La Cantera,17414 La Cantera,San Antonio,TX,78257,29.60542,-98.59904
Corpus Christi,4717 S Padre Island Dr,Corpus Christi,TX,78411,27.71429,-97.38745
West Mcallen,3400 E Expressway 83,McAllen,TX,78501,26.19637,-98.26258
Mcallen,700 S Jackson Rd,McAllen,TX,78503,26.19321,-98.20578
North Mcallen,8012 N 10th St,McAllen,TX,78504,26.27566,-98.21494
Brownsville,2701 Pablo Kisel Blvd,Brownsville,TX,78526,25.96041,-97.50654
Bastrop,761 Hwy 71 W,Bastrop,TX,78602,30.11197,-97.35535
Cedar Park,11066 Pecan Park Blvd,Cedar Park,TX,78613,30.46875,-97.80062
Georgetown,1015 W University Ave,Georgetown,TX,78628,30.62999,-97.69348
Pflugerville,19000 Limestone Commercial Dr,Pflugerville,TX,78660,30.47323,-97.59681
Round Rock,3201 South Interstate 35,Round Rock,TX,78664,30.47612,-97.67114
San Marcos,1050 McKinley Place Dr,San Marcos,TX,78666,29.85261,-97.95568
Auston-Bergstrom Airport (AUS) Gate 14,3600 Presidential Blvd,Austin,TX,78719,30.202631726861,-97.66749814152718
Austin-Bergstrom Airport (AUS) Gate 6,3600 Presidential Blvd,Austin,TX,78719,30.202659606933594,-97.66545104980469
Mueller Airport,1201 Barbara Jordan Blvd,Austin,TX,78723,30.30679,-97.71063
South Austin,4970 W Highway 290,Austin,TX,78735,30.23636,-97.82079
Bee Cave,12909 Shops Pkwy,Bee Cave,TX,78738,30.30527,-97.94418
Southpark Meadows,9600 S Interstate 35,Austin,TX,78748,30.15919,-97.79183
North Austin,9607 Research Blvd,Austin,TX,78759,30.38843,-97.74117
Amarillo,101 Westgate Pkwy,Amarillo,TX,79121,35.18409,-101.93366
Lubbock,2420 W Loop 289,Lubbock,TX,79407,33.557116,-101.940202
Abilene,4310 Buffalo Gap Rd,Abilene,TX,79606,32.40139,-99.76168
Midland,2511 W Loop 250 N,Midland,TX,79705,32.03488,-102.11766
Odessa,6300 E Highway 191,Odessa,TX,79762,31.90023,-102.3142
West El Paso,815 Sunland Park Dr,El Paso,TX,79912,31.81801,-106.54998
El Paso,8889 Gateway Blvd W,El Paso,TX,79925,31.77238,-106.37412
El Paso Airport (ELP) Gate E1,6701 Convair Rd,El Paso,TX,79925,31.79889142513275,-106.39562822878361
East El Paso,1834 Joe Battle Blvd,El Paso,TX,79936,31.75535,-106.26518
I70 & Tower Rd,3511 N Salida Ct,Aurora,CO,80011,39.76289,-104.77895
Aurora,13801 E Mississippi Ave,Aurora,CO,80012,39.69776,-104.82759
S.E. Aurora,5999 S Southlands Pkwy,Aurora,CO,80016,39.60779,-104.71162
DENVER SALE EVENT,21800 E 19th Ave,Aurora,CO,80019,39.743685,-104.709335
Westminster,9369 Sheridan Blvd,Westminster,CO,80031,39.86664,-105.05618
Southglenn,6707 S Vine St,Centennial,CO,80122,39.59452,-104.96512
Littleton,5395 S Wadsworth Blvd,Lakewood,CO,80123,39.61967,-105.0923
S.E. Denver,8682 Park Meadows Center Dr,Lone Tree,CO,80124,39.55738,-104.87546
Parker,11267 Pikes Peak Dr,Parker,CO,80138,39.51193,-104.76173
Colorado Blvd,4100 E Mexico Ave,Denver,CO,80222,39.68535,-104.93802
